Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
RNN4_NG_2,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_2,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_2,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_3,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_3,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_3,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_3,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_4,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_4,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_4,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_4,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_5,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_5,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_5,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_5,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_6,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_6,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_6,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_6,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_7,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_7,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_7,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_7,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_8,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_8,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_8,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_8,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_FG_9,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_NG_9,	GEMM,	2.154878422382388,	137.76317542461015,	0.0,	0.4159002543834359,	140.33395410137598,	356.3135352,	496.64748930137597,	1.4310476345171013,	18.55291240466518,	1.4835058916524702,	1.590534639195387,	23.058000570030142,	59.6654992,	59.6654992,	59.6654992,	178.99649760000003,	202.05449817003014,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.10326936513263403,	0.47626448761777723,	0.5795338527504112,	0.6595705850828013,	2.173346768948554,	2.8329173540313555,	0.4461527121644008,	3.0291242558158933,	3.4752769679802937,	1.3122620275124701,	6.155000000000002,	7.467262027512472,	164.70421669891857,	541.4650328,	706.1692494989186,	
RNN4_ptwise1_9,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
RNN4_ptwise2_9,	GEMM,	22.214332088590606,	22.214332088590606,	0.0,	2.8178566523489934,	47.2465208295302,	356.3135352,	403.5600560295302,	2.969322033557047,	2.969322033557047,	0.2282974932885906,	0.3283442154362416,	6.495285775838926,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	185.4917833758389,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	0.21155665109453164,	0.47626448761777723,	0.6878211387123089,	1.251101947493626,	2.173346768948554,	3.42444871644218,	0.8462817167602641,	3.0291242558158933,	3.8754059725761576,	2.5204969664429537,	6.155000000000002,	8.675496966442957,	56.262303571812076,	541.4650328,	597.727336371812,	
FC5,	GEMM,	16.146026737560973,	80.21403532292683,	0.0,	2.0481006887804876,	98.40816274926829,	356.3135352,	454.7216979492683,	2.1581901609756096,	10.790950804878047,	0.8296664999999999,	1.0605042892682925,	14.839311755121953,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	193.83580935512194,	0.15376556591748883,	0.47626448761777723,	0.6300300535352661,	0.15376556591748883,	0.47626448761777723,	0.6300300535352661,	0.9093375130563427,	2.173346768948554,	3.082684282004897,	0.6151023209623382,	3.0291242558158933,	3.6442265767782316,	1.8319709658536585,	6.155000000000002,	7.9869709658536605,	115.0794454702439,	541.4650328,	656.5444782702439,	
FC6,	GEMM,	20.306352645398775,	40.4504350993865,	0.0,	2.575832154601227,	63.33261989938651,	356.3135352,	419.6461550993865,	2.7142882392638037,	5.428576478527607,	0.4173782392638037,	0.5585479196319018,	9.118790876687116,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	188.1152884766871,	0.19338614118457187,	0.47626448761777723,	0.6696506288023492,	0.19338614118457187,	0.47626448761777723,	0.6696506288023492,	1.1436453385064433,	2.173346768948554,	3.3169921074549973,	0.7735949435415911,	3.0291242558158933,	3.8027191993574845,	2.304012564417178,	6.155000000000002,	8.45901256441718,	74.75542334049081,	541.4650328,	616.2204561404908,	
eyeriss_08b_bp_001c_uBrain_t1_ddr3_w__spm,	All,	1.3003009718133691,	199.88496390669775,	0.0,	0.7792754053651485,	201.96454028387592,	356.3135351999992,	558.2780754838755,	2.2766248770604576,	26.851263222924818,	2.5733187013921976,	2.715857710123273,	34.41706451150074,	59.66549920000003,	59.66549920000003,	59.66549920000003,	178.99649759999986,	213.41356211150102,	0.148232999289272,	0.47626448761777757,	0.6244974869070483,	0.14278200878537312,	0.47626448761777757,	0.6190464964031496,	0.9798508049643543,	2.173346768948557,	3.153197573912908,	0.6627995608634341,	3.029124255815897,	3.6919238166793242,	1.9336653739024305,	6.155000000000001,	8.088665373902424,	238.31527016927873,	541.4650327999992,	779.7803029692778,	
