Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
FC3_5,	GEMM,	0.0023097288009706687,	0.5912905730484912,	0.0,	0.00016798027643423043,	0.5937682821258962,	0.043884847218442706,	0.5912905730484912,	0.04921822099522952,	0.04938620127166375,	0.7337798425338271,	
FC3_6,	GEMM,	0.0023097288009706687,	0.5912905730484912,	0.0,	0.00016798027643423043,	0.5937682821258962,	0.043884847218442706,	0.5912905730484912,	0.04921822099522952,	0.04938620127166375,	0.7337798425338271,	
FC3_7,	GEMM,	0.0023097288009706687,	0.5912905730484912,	0.0,	0.00016798027643423043,	0.5937682821258962,	0.043884847218442706,	0.5912905730484912,	0.04921822099522952,	0.04938620127166375,	0.7337798425338271,	
FC3_8,	GEMM,	0.0023097288009706687,	0.5912905730484912,	0.0,	0.00016798027643423043,	0.5937682821258962,	0.043884847218442706,	0.5912905730484912,	0.04921822099522952,	0.04938620127166375,	0.7337798425338271,	
FC3_9,	GEMM,	0.0023097288009706687,	0.5912905730484912,	0.0,	0.00016798027643423043,	0.5937682821258962,	0.043884847218442706,	0.5912905730484912,	0.04921822099522952,	0.04938620127166375,	0.7337798425338271,	
RNN4_FG_0,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_0,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_0,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_0,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_1,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_1,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_1,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_1,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_2,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_2,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_2,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_2,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_3,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_3,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_3,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_3,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_4,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_4,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_4,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_4,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_5,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_5,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_5,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_5,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_6,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_6,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_6,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_6,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_7,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_7,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_7,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_7,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_8,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_8,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_8,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_8,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_FG_9,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_NG_9,	GEMM,	0.006131522231513778,	0.3924174228168818,	0.0,	0.0012263044463027557,	0.3997752494946983,	0.03065761115756889,	0.3924174228168818,	0.031883915603871646,	0.0331102200501744,	0.4880691696284967,	
RNN4_ptwise1_9,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
RNN4_ptwise2_9,	GEMM,	0.06280489415930421,	0.06280489415930421,	0.0,	0.0009813264712391283,	0.12659111478984755,	0.06280489415930421,	0.06280489415930421,	0.004906632356195642,	0.0058879588274347704,	0.13640437950223883,	
FC5,	GEMM,	0.045648435267006474,	0.22824217633503238,	0.0,	0.003566284005234881,	0.27745689560727377,	0.045648435267006474,	0.22824217633503238,	0.017831420026174404,	0.021397704031409285,	0.31311973565962253,	
FC6,	GEMM,	0.05741060877138852,	0.11482121754277703,	0.0,	0.0017940815241058912,	0.17402590783827146,	0.05741060877138852,	0.11482121754277703,	0.008970407620529456,	0.010764489144635347,	0.19196672307933035,	
eyeriss_08b_bp_001c_uBrain_t1_ddr3_w__spm,	All,	0.0037011931986425466,	0.5680054004086739,	0.0,	0.0023048186790081858,	0.5740114122863247,	0.061551080410847385,	0.5680054004086739,	0.06219447671994569,	0.06449929539895388,	0.7562502529384207,	
