Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
Conv1_5,	GEMM,	0.009157138163816997,	0.011987526323542249,	0.0,	0.09590021058833799,	0.11704487507569723,	0.10788773691188025,	0.011987526323542249,	0.0,	0.09590021058833799,	0.2157754738237605,	
Conv2_5,	GEMM,	0.01050722904694386,	0.02750983605018029,	0.0,	0.013754918025090145,	0.051771983122214295,	0.18569139333871695,	0.02750983605018029,	0.1513040982759916,	0.16505901630108175,	0.5295643439659706,	
Conv1_6,	GEMM,	0.009157138163816997,	0.011987526323542249,	0.0,	0.09590021058833799,	0.11704487507569723,	0.10788773691188025,	0.011987526323542249,	0.0,	0.09590021058833799,	0.2157754738237605,	
Conv2_6,	GEMM,	0.01050722904694386,	0.02750983605018029,	0.0,	0.013754918025090145,	0.051771983122214295,	0.18569139333871695,	0.02750983605018029,	0.1513040982759916,	0.16505901630108175,	0.5295643439659706,	
Conv1_7,	GEMM,	0.009157138163816997,	0.011987526323542249,	0.0,	0.09590021058833799,	0.11704487507569723,	0.10788773691188025,	0.011987526323542249,	0.0,	0.09590021058833799,	0.2157754738237605,	
Conv2_7,	GEMM,	0.01050722904694386,	0.02750983605018029,	0.0,	0.013754918025090145,	0.051771983122214295,	0.18569139333871695,	0.02750983605018029,	0.1513040982759916,	0.16505901630108175,	0.5295643439659706,	
Conv1_8,	GEMM,	0.009157138163816997,	0.011987526323542249,	0.0,	0.09590021058833799,	0.11704487507569723,	0.10788773691188025,	0.011987526323542249,	0.0,	0.09590021058833799,	0.2157754738237605,	
Conv2_8,	GEMM,	0.01050722904694386,	0.02750983605018029,	0.0,	0.013754918025090145,	0.051771983122214295,	0.18569139333871695,	0.02750983605018029,	0.1513040982759916,	0.16505901630108175,	0.5295643439659706,	
Conv1_9,	GEMM,	0.009157138163816997,	0.011987526323542249,	0.0,	0.09590021058833799,	0.11704487507569723,	0.10788773691188025,	0.011987526323542249,	0.0,	0.09590021058833799,	0.2157754738237605,	
Conv2_9,	GEMM,	0.01050722904694386,	0.02750983605018029,	0.0,	0.013754918025090145,	0.051771983122214295,	0.18569139333871695,	0.02750983605018029,	0.1513040982759916,	0.16505901630108175,	0.5295643439659706,	
FC3_0,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_1,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_2,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_3,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_4,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_5,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_6,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_7,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_8,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
FC3_9,	GEMM,	0.00047077274924242933,	0.12051782380606191,	0.0,	3.4238018126722135e-05,	0.12102283457343106,	0.008944682235606157,	0.12051782380606191,	0.010031739311129585,	0.010065977329256307,	0.14956022268205393,	
RNN4_FG_0,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_0,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_0,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_0,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_1,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_1,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_1,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_1,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_2,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_2,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_2,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_2,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_3,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_3,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_3,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_3,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_4,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_4,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_4,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_4,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_5,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_5,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_5,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_5,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_6,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_6,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_6,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_6,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_7,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_7,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_7,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_7,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_8,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_8,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_8,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_8,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_FG_9,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_NG_9,	GEMM,	0.001249737015340388,	0.07998316898178483,	0.0,	0.0002499474030680776,	0.08148285340019329,	0.006248685076701939,	0.07998316898178483,	0.006498632479770017,	0.0067485798828380945,	0.09947906642109489,	
RNN4_ptwise1_9,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
RNN4_ptwise2_9,	GEMM,	0.012800997535654363,	0.012800997535654363,	0.0,	0.00020001558649459942,	0.025802010657803326,	0.012800997535654363,	0.012800997535654363,	0.001000077932472997,	0.0012000935189675965,	0.02780216652274932,	
FC5,	GEMM,	0.009304139672256097,	0.04652069836128049,	0.0,	0.0007268859118950077,	0.0565517239454316,	0.009304139672256097,	0.04652069836128049,	0.003634429559475038,	0.004361315471370046,	0.06382058306438168,	
FC6,	GEMM,	0.011701525354677915,	0.02340305070935583,	0.0,	0.00036567266733368483,	0.03547024873136743,	0.011701525354677915,	0.02340305070935583,	0.001828363336668424,	0.002194036004002109,	0.03912697540470427,	
eyeriss_08b_bp_001c_uBrain_t9_ddr3_w__spm,	All,	0.0007543833271118577,	0.11577180135718212,	0.0,	0.0004697719600526246,	0.11699595664434662,	0.012545443141064453,	0.11577180135718212,	0.012676581242281944,	0.013146353202334569,	0.15414017894286308,	
