Layer,	Type,	DRAM I RD (D) (nJ),	DRAM F RD (D) (nJ),	DRAM O RD (D) (nJ),	DRAM O WR (D) (nJ),	DRAM Total (D) (nJ),	DRAM Total (L) (nJ),	DRAM Total (D+L) (nJ),	SRAM I RD (D) (nJ),	SRAM F RD (D) (nJ),	SRAM O RD (D) (nJ),	SRAM O WR (D) (nJ),	SRAM Total (D) (nJ),	SRAM I (L) (nJ),	SRAM F (L) (nJ),	SRAM O (L) (nJ),	SRAM Total (L) (nJ),	SRAM Total (D+L) (nJ),	IREG (D) (nJ),	IREG (L) (nJ),	IREG Total (D+L) (nJ),	WREG (D) (nJ),	WREG (L) (nJ),	WREG Total (D+L) (nJ),	MUL (D) (nJ),	MUL (L) (nJ),	MUL Total (D+L) (nJ),	ACC (D) (nJ),	ACC (L) (nJ),	ACC Total (D+L) (nJ),	Systolic Array Total (D) (nJ),	Systolic Array Total (L) (nJ),	Systolic Array Total (D+L) (nJ),	System Total (D) (nJ),	System Total (L) (nJ),	System Total (D+L) (nJ),	
RNN4_ptwise1_2,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_2,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_3,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_3,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_4,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_4,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_5,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_5,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_6,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_6,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_7,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_7,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_8,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_8,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_FG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_NG_9,	GEMM,	104.73807160000001,	6695.992303600001,	0.0,	20.2148716,	6820.945246800001,	25895.51035344,	32716.455600240002,	69.556207,	901.76608,	72.1059456,	77.30808809999999,	1120.7363207,	4336.261184716191,	4336.261184716191,	4336.261184716191,	13008.783554148573,	14129.519874848573,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	5.0194173587715305,	34.613088619154844,	39.63250597792637,	32.0584913042475,	157.95056375091826,	190.00905505516576,	21.685295200806003,	220.14521139172462,	241.8305065925306,	63.78262122259656,	447.32195238095255,	511.1045736035491,	8005.464188722597,	39351.615859969526,	47357.08004869212,	
RNN4_ptwise1_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
RNN4_ptwise2_9,	GEMM,	21.0823916,	21.0823916,	0.0,	2.6742716,	44.8390548,	505.62587376,	550.46492856,	2.818019,	2.818019,	0.2166645,	0.3116133,	6.164315800000001,	84.66818457904762,	84.66818457904762,	84.66818457904762,	254.00455373714286,	260.1688695371429,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	0.20077669435086123,	0.675841987190941,	0.8766186815418022,	1.1873515297869444,	3.0840825578412816,	4.271434087628226,	0.8031590815113334,	4.298471563014934,	5.101630644526268,	2.3920640000000004,	8.734238095238098,	11.126302095238099,	53.395434599999994,	768.3646655923809,	821.760100192381,	
FC5,	GEMM,	21.0823916,	104.73807160000001,	0.0,	2.6742716,	128.4947348,	695.6597592,	824.1544940000001,	2.818019,	14.090095,	1.0833225,	1.3847349,	19.376171400000004,	116.48978415238096,	116.48978415238096,	116.48978415238096,	349.4693524571429,	368.8455238571429,	0.20077669435086123,	0.9298497139204223,	1.1306264082712836,	0.20077669435086123,	0.9298497139204223,	1.1306264082712836,	1.1873515297869444,	4.243200834613845,	5.430552364400789,	0.8031590815113334,	5.914004499450078,	6.717163580961412,	2.3920640000000004,	12.016904761904767,	14.408968761904767,	150.2629702,	1057.1460164190476,	1207.4089866190475,	
FC6,	GEMM,	21.0823916,	41.9963116,	0.0,	2.6742716,	65.7529748,	553.13434512,	618.88731992,	2.818019,	5.636038,	0.433329,	0.5798937,	9.4672797,	92.62358447238095,	92.62358447238095,	92.62358447238095,	277.87075341714285,	287.33803311714286,	0.20077669435086123,	0.7393439188733113,	0.9401206132241725,	0.20077669435086123,	0.7393439188733113,	0.9401206132241725,	1.1873515297869444,	3.3738621270344225,	4.561213656821367,	0.8031590815113334,	4.7023547971237205,	5.505513878635054,	2.3920640000000004,	9.554904761904766,	11.946968761904767,	77.61231850000001,	840.5600032990476,	918.1723217990476,	
eyeriss_08b_bp_001c_uBrain_t2_ddr3_w__spm,	All,	20190.344659200036,	3103701.682111204,	0.0,	12100.151703200012,	3135992.178473599,	8272609.396369936,	11408601.574843511,	35350.155021,	416931.3649359994,	39957.05042550007,	42170.316258599974,	534408.8866410994,	1385266.9645119393,	1385266.9645119393,	1385266.9645119393,	4155800.8935358147,	4690209.780176918,	2301.678926951475,	11057.536933623995,	13359.215860575452,	2217.03900173919,	11057.536933623995,	13274.575935363167,	15214.57408374868,	50459.06800111375,	65673.6420848624,	10291.580075601061,	70327.84136973355,	80619.42144533478,	30024.87208804036,	142901.98323809492,	172926.8553261358,	3700425.937202733,	12571312.27314385,	16271738.210346544,	
