Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
Conv1_0,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_0,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_1,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_1,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_2,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_2,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_3,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_3,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_4,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_4,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_5,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_5,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_6,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_6,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_7,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_7,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_8,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_8,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
Conv1_9,	GEMM,	41.08137608938547,	52.765130279329604,	0.0,	403.54429407821226,	497.3908004469273,	356.3135352,	853.7043356469273,	9.008581452513965,	1.5539601117318436,	0.0,	20.655305698324018,	31.21784726256983,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	210.21434486256982,	0.5608287551700034,	0.47626448761777723,	1.0370932427877806,	0.06309323495662539,	0.47626448761777723,	0.5393577225744026,	3.316624384879733,	2.173346768948554,	5.489971153828288,	2.2434611215400375,	3.0291242558158933,	5.272585377355931,	6.1840074965464,	6.155000000000002,	12.339007496546401,	534.7926552060436,	541.4650328,	1076.2576880060437,	
Conv2_9,	GEMM,	46.11135762820512,	120.72472740384616,	0.0,	57.866651826923075,	224.70273685897436,	356.3135352,	581.0162720589743,	38.547850713141024,	16.257801923076922,	48.12451874999999,	54.29700259615384,	157.2271739823718,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	336.2236715823718,	0.7511027177488648,	0.47626448761777723,	1.227367205366642,	0.10859316401188408,	0.47626448761777723,	0.5848576516296613,	4.441864947670509,	2.173346768948554,	6.615211716619063,	3.0046065399086848,	3.0291242558158937,	6.033730795724578,	8.306167369339942,	6.155000000000003,	14.461167369339945,	390.2360782106861,	541.4650328,	931.7011110106862,	
FC3_0,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
FC3_1,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
FC3_2,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
FC3_3,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
FC3_4,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
FC3_5,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
FC3_6,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
FC3_7,	GEMM,	1.1801582924089231,	295.5227243267533,	0.0,	2.579170970951693,	299.28205359011395,	356.3135352,	655.5955887901139,	2.909811837586262,	39.79869555448564,	3.2045900048146363,	3.6796544888460923,	49.59275188573263,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	228.58924948573264,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	0.21045141790708752,	0.47626448761777723,	0.6867159055248648,	1.5244442687041493,	2.173346768948554,	3.6977910376527037,	1.031178406690847,	3.0291242558158933,	4.06030266250674,	2.9765255112091715,	6.155000000000002,	9.131525511209173,	351.85133098705575,	541.4650328,	893.3163637870557,	
