Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
Conv1_5,	GEMM,	0.02260668484192321,	0.029594205611244928,	0.0,	0.23675364488995942,	0.28895453534312754,	0.26634785050120435,	0.029594205611244928,	0.0,	0.23675364488995942,	0.5326957010024087,	
Conv2_5,	GEMM,	0.02593972170964266,	0.06791490774888259,	0.0,	0.033957453874441296,	0.12781208333296656,	0.4584256273049575,	0.06791490774888259,	0.3735319926188543,	0.4074894464932956,	1.30736197416599,	
Conv1_6,	GEMM,	0.02260668484192321,	0.029594205611244928,	0.0,	0.23675364488995942,	0.28895453534312754,	0.26634785050120435,	0.029594205611244928,	0.0,	0.23675364488995942,	0.5326957010024087,	
Conv2_6,	GEMM,	0.02593972170964266,	0.06791490774888259,	0.0,	0.033957453874441296,	0.12781208333296656,	0.4584256273049575,	0.06791490774888259,	0.3735319926188543,	0.4074894464932956,	1.30736197416599,	
Conv1_7,	GEMM,	0.02260668484192321,	0.029594205611244928,	0.0,	0.23675364488995942,	0.28895453534312754,	0.26634785050120435,	0.029594205611244928,	0.0,	0.23675364488995942,	0.5326957010024087,	
Conv2_7,	GEMM,	0.02593972170964266,	0.06791490774888259,	0.0,	0.033957453874441296,	0.12781208333296656,	0.4584256273049575,	0.06791490774888259,	0.3735319926188543,	0.4074894464932956,	1.30736197416599,	
Conv1_8,	GEMM,	0.02260668484192321,	0.029594205611244928,	0.0,	0.23675364488995942,	0.28895453534312754,	0.26634785050120435,	0.029594205611244928,	0.0,	0.23675364488995942,	0.5326957010024087,	
Conv2_8,	GEMM,	0.02593972170964266,	0.06791490774888259,	0.0,	0.033957453874441296,	0.12781208333296656,	0.4584256273049575,	0.06791490774888259,	0.3735319926188543,	0.4074894464932956,	1.30736197416599,	
Conv1_9,	GEMM,	0.02260668484192321,	0.029594205611244928,	0.0,	0.23675364488995942,	0.28895453534312754,	0.26634785050120435,	0.029594205611244928,	0.0,	0.23675364488995942,	0.5326957010024087,	
Conv2_9,	GEMM,	0.02593972170964266,	0.06791490774888259,	0.0,	0.033957453874441296,	0.12781208333296656,	0.4584256273049575,	0.06791490774888259,	0.3735319926188543,	0.4074894464932956,	1.30736197416599,	
FC3_0,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_1,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_2,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_3,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_4,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_5,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_6,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_7,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_8,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
FC3_9,	GEMM,	0.0011622202246922475,	0.29752837752121536,	0.0,	8.452510725034526e-05,	0.29877512285315794,	0.0220821842691527,	0.29752837752121536,	0.024765856424351165,	0.02485038153160151,	0.3692267997463207,	
RNN4_FG_0,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_0,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_0,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_0,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_1,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_1,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_1,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_1,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_2,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_2,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_2,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_2,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_3,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_3,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_3,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_3,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_4,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_4,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_4,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_4,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_5,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_5,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_5,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_5,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_6,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_6,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_6,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_6,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_7,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_7,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_7,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_7,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_8,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_8,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_8,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_8,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_FG_9,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_NG_9,	GEMM,	0.0030852882566215823,	0.19745844842378127,	0.0,	0.0006170576513243165,	0.20116079433172715,	0.015426441283107913,	0.19745844842378127,	0.01604349893443223,	0.016660556585756544,	0.24558894522707797,	
RNN4_ptwise1_9,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
RNN4_ptwise2_9,	GEMM,	0.031602462666146705,	0.031602462666146705,	0.0,	0.0004937884791585423,	0.06369871381145195,	0.031602462666146705,	0.031602462666146705,	0.002468942395792711,	0.0029627308749512536,	0.06863659860303736,	
FC5,	GEMM,	0.02296959481588224,	0.11484797407941119,	0.0,	0.0017944995949907999,	0.13961206849028424,	0.02296959481588224,	0.11484797407941119,	0.008972497974954,	0.0107669975699448,	0.15755706444019224,	
FC6,	GEMM,	0.028888140719361105,	0.05777628143872221,	0.0,	0.0009027543974800345,	0.08756717655556336,	0.028888140719361105,	0.05777628143872221,	0.004513771987400173,	0.005416526384880207,	0.09659472053036369,	
eyeriss_08b_bp_001c_uBrain_t3_ddr3_w__spm,	All,	0.0018623838388073953,	0.2858116346005428,	0.0,	0.0011597495263799148,	0.2888337679657301,	0.030971562754502812,	0.2858116346005428,	0.03129530994188349,	0.03245505946826341,	0.38053356676519257,	
