DRAM Area (mm^2),	SRAM I Size (Bytes),	SRAM F Size (Bytes),	SRAM O Size (Bytes),	SRAM Total Size (Bytes),	SRAM I Area (mm^2),	SRAM F Area (mm^2),	SRAM O Area (mm^2),	SRAM Total (mm^2),	IREG (mm^2),	WREG (mm^2),	MUL (mm^2),	ACC (mm^2),	Systolic Array Total (mm^2),	On-chip Area Total (mm^2),	
110.877282096,	65536.0,	65536.0,	65536.0,	196608.0,	0.48770162808,	0.48770162808,	0.48770162808,	1.46310488424,	0.024265240426416146,	0.024265240426416146,	0.15908440710524774,	0.18569615228392,	0.39331104024200003,	1.856415924482,	
