Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
RNN4_NG_2,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_2,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_2,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_3,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_3,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_3,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_3,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_4,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_4,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_4,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_4,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_5,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_5,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_5,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_5,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_6,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_6,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_6,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_6,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_7,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_7,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_7,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_7,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_8,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_8,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_8,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_8,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_FG_9,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_NG_9,	GEMM,	0.4392108886384485,	28.079118557882325,	0.0,	0.08476947860044555,	28.60309892512122,	356.3135352,	384.9166341251212,	0.29167849875507795,	3.7814853308871705,	0.3023706275979557,	0.32418540416721264,	4.699719861407417,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.69621746140743,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.02104853302066426,	0.47626448761777723,	0.4973130206384415,	0.13443476893407416,	2.173346768948554,	2.307781537882628,	0.09093558464497341,	3.0291242558158933,	3.120059840460866,	0.26746741962037607,	6.155000000000002,	6.422467419620378,	33.570286206149014,	541.4650328,	575.035319006149,	
RNN4_ptwise1_9,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
RNN4_ptwise2_9,	GEMM,	4.527761954362417,	4.527761954362417,	0.0,	0.5743402093959732,	9.629864118120805,	356.3135352,	365.9433993181208,	0.605212134228188,	0.605212134228188,	0.046531973154362416,	0.06692366174496645,	1.323879903355705,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	180.3203775033557,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.043119826974681606,	0.47626448761777723,	0.5193843145924588,	0.2550016708267263,	2.173346768948554,	2.428348439775281,	0.1724905409957226,	3.0291242558158933,	3.201614796811616,	0.5137318657718122,	6.155000000000002,	6.668731865771814,	11.467475887248321,	541.4650327999999,	552.9325086872482,	
FC5,	GEMM,	3.290909908292683,	16.349357518048784,	0.0,	0.4174472741463415,	20.057714700487807,	356.3135352,	376.3712499004878,	0.4398858926829268,	2.199429463414634,	0.169104,	0.21615374048780486,	3.0245730965853665,	59.665499200000006,	59.665499200000006,	59.665499200000006,	178.9964976,	182.02107069658538,	0.031340752288914926,	0.47626448761777723,	0.5076052399066922,	0.031340752288914926,	0.47626448761777723,	0.5076052399066922,	0.18534267782040106,	2.173346768948554,	2.358689446768955,	0.1253711736993301,	3.0291242558158933,	3.154495429515223,	0.373395356097561,	6.155000000000002,	6.528395356097563,	23.455683153170735,	541.4650327999999,	564.9207159531707,	
FC6,	GEMM,	4.138874424539877,	8.24467466993865,	0.0,	0.5250103754601227,	12.908559469938652,	356.3135352,	369.22209466993866,	0.5532307239263804,	1.1064614478527608,	0.08507072392638038,	0.11384416196319018,	1.8586070576687117,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	180.85510465766868,	0.03941628355354331,	0.47626448761777723,	0.5156807711713205,	0.03941628355354331,	0.47626448761777723,	0.5156807711713205,	0.23309968682933876,	2.173346768948554,	2.406446455777893,	0.15767540250529244,	3.0291242558158933,	3.1867996583211857,	0.4696076564417178,	6.155000000000002,	6.62460765644172,	15.236774184049082,	541.4650327999999,	556.701806984049,	
eyeriss_08b_bp_001c_uBrain_t9_ddr3_w__spm,	All,	0.2650294974396676,	40.74088436314859,	0.0,	0.15883320364130415,	41.16474706422949,	356.3135352000001,	397.478282264229,	0.4640254526492652,	5.472868937156651,	0.5244980792646518,	0.5535506160760811,	7.014943085146648,	59.66549919999997,	59.66549919999997,	59.66549919999997,	178.9964975999999,	186.01144068514702,	0.030213095396539515,	0.47626448761777695,	0.5064775830143168,	0.02910206548491681,	0.47626448761777695,	0.5053665531026941,	0.1997148137506964,	2.1733467689485537,	2.37306158269925,	0.13509290412503117,	3.0291242558158977,	3.1642171599409186,	0.3941228787571833,	6.155000000000005,	6.5491228787571805,	48.573813028133245,	541.4650327999997,	590.0388458281345,	
