Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
Conv1_7,	GEMM,	0.0024495344588210464,	0.0032066632915475515,	0.0,	0.025653306332380412,	0.03130950408274901,	0.028859969623927964,	0.0032066632915475515,	0.0,	0.025653306332380412,	0.05771993924785593,	
Conv2_7,	GEMM,	0.0028106837700574826,	0.0073588811434232276,	0.0,	0.0036794405717116138,	0.013849005485192325,	0.049672447718106784,	0.0073588811434232276,	0.04047384628882775,	0.04415328686053936,	0.1416584620108971,	
Conv1_8,	GEMM,	0.0024495344588210464,	0.0032066632915475515,	0.0,	0.025653306332380412,	0.03130950408274901,	0.028859969623927964,	0.0032066632915475515,	0.0,	0.025653306332380412,	0.05771993924785593,	
Conv2_8,	GEMM,	0.0028106837700574826,	0.0073588811434232276,	0.0,	0.0036794405717116138,	0.013849005485192325,	0.049672447718106784,	0.0073588811434232276,	0.04047384628882775,	0.04415328686053936,	0.1416584620108971,	
Conv1_9,	GEMM,	0.0024495344588210464,	0.0032066632915475515,	0.0,	0.025653306332380412,	0.03130950408274901,	0.028859969623927964,	0.0032066632915475515,	0.0,	0.025653306332380412,	0.05771993924785593,	
Conv2_9,	GEMM,	0.0028106837700574826,	0.0073588811434232276,	0.0,	0.0036794405717116138,	0.013849005485192325,	0.049672447718106784,	0.0073588811434232276,	0.04047384628882775,	0.04415328686053936,	0.1416584620108971,	
FC3_0,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_1,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_2,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_3,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_4,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_5,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_6,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_7,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_8,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
FC3_9,	GEMM,	7.036858740635007e-05,	0.018014358376025618,	0.0,	0.0001637668943275056,	0.018248493857759476,	0.0013370031607206514,	0.018014358376025618,	0.0014739020489475507,	0.0016376689432750563,	0.022462932528968877,	
RNN4_FG_0,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_0,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_0,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_0,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_1,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_1,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_1,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_1,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_2,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_2,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_2,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_2,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_3,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_3,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_3,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_3,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_4,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_4,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_4,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_4,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_5,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_5,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_5,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_5,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_6,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_6,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_6,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_6,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_7,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_7,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_7,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_7,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_8,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_8,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_8,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_8,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_FG_9,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_NG_9,	GEMM,	0.0003343046516035538,	0.021395497702627442,	0.0,	6.686093032071075e-05,	0.021796663284551706,	0.0016715232580177689,	0.021395497702627442,	0.0017383841883384795,	0.0018052451186591904,	0.02661065026764288,	
RNN4_ptwise1_9,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
RNN4_ptwise2_9,	GEMM,	0.003424266840787542,	0.003424266840787542,	0.0,	5.3504169387305345e-05,	0.00690203785096239,	0.003424266840787542,	0.003424266840787542,	0.00026752084693652676,	0.00032102501632383205,	0.0074370795448354425,	
FC5,	GEMM,	0.0024888573623285063,	0.012444286811642532,	0.0,	0.00019444198143191456,	0.015127586155402953,	0.0024888573623285063,	0.012444286811642532,	0.0009722099071595727,	0.0011666518885914874,	0.017072005969722095,	
FC6,	GEMM,	0.0031301580323763426,	0.006260316064752685,	0.0,	9.78174385117607e-05,	0.009488291535640788,	0.0031301580323763426,	0.006260316064752685,	0.0004890871925588035,	0.0005869046310705641,	0.010466465920758396,	
eyeriss_08b_bp_001c_uBrain_t4_ddr3_w__spm,	All,	0.000658791465596681,	0.017668821469071692,	0.0,	0.000916958115346409,	0.019244571050014782,	0.009027313886081904,	0.017668821469071692,	0.007394819662093721,	0.00831177777744013,	0.04240273279468745,	
