Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
FC3_9,	GEMM,	0.0009268338500710328,	0.2372694656181844,	0.0,	6.74060981869842e-05,	0.2382637055664424,	0.017609843151349624,	0.2372694656181844,	0.019749986768786372,	0.019817392866973357,	0.29444668840529375,	
RNN4_FG_0,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_0,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_0,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_0,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_1,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_1,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_1,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_1,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_2,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_2,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_2,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_2,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_3,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_3,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_3,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_3,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_4,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_4,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_4,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_4,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_5,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_5,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_5,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_5,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_6,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_6,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_6,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_6,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_7,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_7,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_7,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_7,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_8,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_8,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_8,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_8,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_FG_9,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_NG_9,	GEMM,	0.002460419748951389,	0.1574668639328889,	0.0,	0.0004920839497902777,	0.16041936763163056,	0.012302098744756945,	0.1574668639328889,	0.012794182694547221,	0.0132862666443375,	0.19584941201653053,	
RNN4_ptwise1_9,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
RNN4_ptwise2_9,	GEMM,	0.025201963898319524,	0.025201963898319524,	0.0,	0.00039378068591124256,	0.05079770848255029,	0.025201963898319524,	0.025201963898319524,	0.001968903429556213,	0.0023626841154674554,	0.05473551534166271,	
FC5,	GEMM,	0.018317524979754193,	0.09158762489877097,	0.0,	0.0014310566390432964,	0.11133620651756845,	0.018317524979754193,	0.09158762489877097,	0.007155283195216481,	0.008586339834259778,	0.12564677290800141,	
FC6,	GEMM,	0.023037378042022147,	0.046074756084044294,	0.0,	0.0007199180638131921,	0.06983205218987963,	0.023037378042022147,	0.046074756084044294,	0.0035995903190659605,	0.0043195083828791525,	0.07703123282801155,	
eyeriss_08b_bp_001c_uBrain_t4_ddr3_w__spm,	All,	0.0014869488405264645,	0.22819532140613802,	0.0,	0.0009259574624831537,	0.23060822770914763,	0.02472805464022464,	0.22819532140613802,	0.024986538146614855,	0.02591249560909801,	0.30382240980207553,	
