Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
Conv1_5,	GEMM,	0.004080649694250948,	0.005341941417928514,	0.0,	0.04273553134342811,	0.052158122455607574,	0.04807747276135663,	0.005341941417928514,	0.0,	0.04273553134342811,	0.09615494552271325,	
Conv2_5,	GEMM,	0.004968954389598094,	0.013009626038220465,	0.0,	0.006504813019110232,	0.02448339344692879,	0.08781497575798813,	0.013009626038220465,	0.07155294321021255,	0.07805775622932279,	0.250435301235744,	
Conv1_6,	GEMM,	0.004080649694250948,	0.005341941417928514,	0.0,	0.04273553134342811,	0.052158122455607574,	0.04807747276135663,	0.005341941417928514,	0.0,	0.04273553134342811,	0.09615494552271325,	
Conv2_6,	GEMM,	0.004968954389598094,	0.013009626038220465,	0.0,	0.006504813019110232,	0.02448339344692879,	0.08781497575798813,	0.013009626038220465,	0.07155294321021255,	0.07805775622932279,	0.250435301235744,	
Conv1_7,	GEMM,	0.004080649694250948,	0.005341941417928514,	0.0,	0.04273553134342811,	0.052158122455607574,	0.04807747276135663,	0.005341941417928514,	0.0,	0.04273553134342811,	0.09615494552271325,	
Conv2_7,	GEMM,	0.004968954389598094,	0.013009626038220465,	0.0,	0.006504813019110232,	0.02448339344692879,	0.08781497575798813,	0.013009626038220465,	0.07155294321021255,	0.07805775622932279,	0.250435301235744,	
Conv1_8,	GEMM,	0.004080649694250948,	0.005341941417928514,	0.0,	0.04273553134342811,	0.052158122455607574,	0.04807747276135663,	0.005341941417928514,	0.0,	0.04273553134342811,	0.09615494552271325,	
Conv2_8,	GEMM,	0.004968954389598094,	0.013009626038220465,	0.0,	0.006504813019110232,	0.02448339344692879,	0.08781497575798813,	0.013009626038220465,	0.07155294321021255,	0.07805775622932279,	0.250435301235744,	
Conv1_9,	GEMM,	0.004080649694250948,	0.005341941417928514,	0.0,	0.04273553134342811,	0.052158122455607574,	0.04807747276135663,	0.005341941417928514,	0.0,	0.04273553134342811,	0.09615494552271325,	
Conv2_9,	GEMM,	0.004968954389598094,	0.013009626038220465,	0.0,	0.006504813019110232,	0.02448339344692879,	0.08781497575798813,	0.013009626038220465,	0.07155294321021255,	0.07805775622932279,	0.250435301235744,	
FC3_0,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_1,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_2,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_3,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_4,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_5,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_6,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_7,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_8,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
FC3_9,	GEMM,	0.00013936964229553897,	0.035678628427657975,	0.0,	0.00032435116752416344,	0.036142349237477674,	0.0026480232036152403,	0.035678628427657975,	0.002919160507717471,	0.0032435116752416344,	0.04448932381423232,	
RNN4_FG_0,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_0,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_0,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_0,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_1,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_1,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_1,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_1,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_2,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_2,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_2,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_2,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_3,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_3,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_3,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_3,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_4,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_4,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_4,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_4,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_5,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_5,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_5,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_5,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_6,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_6,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_6,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_6,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_7,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_7,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_7,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_7,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_8,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_8,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_8,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_8,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_FG_9,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_NG_9,	GEMM,	0.0005569140574610604,	0.03564249967750786,	0.0,	0.00011138281149221206,	0.03631079654646114,	0.0027845702873053016,	0.03564249967750786,	0.0028959530987975137,	0.003007335910289726,	0.044330358973900405,	
RNN4_ptwise1_9,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
RNN4_ptwise2_9,	GEMM,	0.005704444526825975,	0.005704444526825975,	0.0,	8.913194573165585e-05,	0.011498020999383605,	0.005704444526825975,	0.005704444526825975,	0.0004456597286582793,	0.0005347916743899351,	0.012389340456700162,	
FC5,	GEMM,	0.004146157241449124,	0.020730786207245618,	0.0,	0.0003239185344882128,	0.025200861983182953,	0.004146157241449124,	0.020730786207245618,	0.001619592672441064,	0.0019435112069292766,	0.02844004732806508,	
FC6,	GEMM,	0.005214492236178346,	0.010428984472356692,	0.0,	0.00016295288238057332,	0.015806429590915612,	0.005214492236178346,	0.010428984472356692,	0.0008147644119028666,	0.00097771729428344,	0.017435958414721345,	
eyeriss_08b_bp_001c_uBrain_t2_ddr3_w__spm,	All,	0.0011774021826869378,	0.03157798795154222,	0.0,	0.0016388015674482382,	0.034394191701677394,	0.016133753438421113,	0.03157798795154222,	0.013216134794399035,	0.014854936361847274,	0.07578281254620964,	
