Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
Conv1_5,	GEMM,	0.0017484410681538078,	0.002288868307401348,	0.0,	0.018310946459210786,	0.02234825583476594,	0.020599814766612136,	0.002288868307401348,	0.0,	0.018310946459210786,	0.04119962953322427,	
Conv2_5,	GEMM,	0.0020062240461508436,	0.0052526593208313,	0.0,	0.00262632966041565,	0.009885213027397793,	0.035455450415611274,	0.0052526593208313,	0.028889626264572147,	0.03151595592498779,	0.10111369192600252,	
Conv1_6,	GEMM,	0.0017484410681538078,	0.002288868307401348,	0.0,	0.018310946459210786,	0.02234825583476594,	0.020599814766612136,	0.002288868307401348,	0.0,	0.018310946459210786,	0.04119962953322427,	
Conv2_6,	GEMM,	0.0020062240461508436,	0.0052526593208313,	0.0,	0.00262632966041565,	0.009885213027397793,	0.035455450415611274,	0.0052526593208313,	0.028889626264572147,	0.03151595592498779,	0.10111369192600252,	
Conv1_7,	GEMM,	0.0017484410681538078,	0.002288868307401348,	0.0,	0.018310946459210786,	0.02234825583476594,	0.020599814766612136,	0.002288868307401348,	0.0,	0.018310946459210786,	0.04119962953322427,	
Conv2_7,	GEMM,	0.0020062240461508436,	0.0052526593208313,	0.0,	0.00262632966041565,	0.009885213027397793,	0.035455450415611274,	0.0052526593208313,	0.028889626264572147,	0.03151595592498779,	0.10111369192600252,	
Conv1_8,	GEMM,	0.0017484410681538078,	0.002288868307401348,	0.0,	0.018310946459210786,	0.02234825583476594,	0.020599814766612136,	0.002288868307401348,	0.0,	0.018310946459210786,	0.04119962953322427,	
Conv2_8,	GEMM,	0.0020062240461508436,	0.0052526593208313,	0.0,	0.00262632966041565,	0.009885213027397793,	0.035455450415611274,	0.0052526593208313,	0.028889626264572147,	0.03151595592498779,	0.10111369192600252,	
Conv1_9,	GEMM,	0.0017484410681538078,	0.002288868307401348,	0.0,	0.018310946459210786,	0.02234825583476594,	0.020599814766612136,	0.002288868307401348,	0.0,	0.018310946459210786,	0.04119962953322427,	
Conv2_9,	GEMM,	0.0020062240461508436,	0.0052526593208313,	0.0,	0.00262632966041565,	0.009885213027397793,	0.035455450415611274,	0.0052526593208313,	0.028889626264572147,	0.03151595592498779,	0.10111369192600252,	
FC3_0,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_1,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_2,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_3,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_4,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_5,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_6,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_7,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_8,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
FC3_9,	GEMM,	5.0228045450093336e-05,	0.012858379635223894,	0.0,	0.00011689436032021722,	0.013025502040994204,	0.0009543328635517734,	0.012858379635223894,	0.001052049242881955,	0.0011689436032021722,	0.016033705344859796,	
RNN4_FG_0,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_0,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_0,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_0,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_1,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_1,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_1,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_1,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_2,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_2,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_2,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_2,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_3,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_3,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_3,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_3,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_4,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_4,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_4,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_4,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_5,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_5,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_5,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_5,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_6,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_6,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_6,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_6,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_7,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_7,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_7,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_7,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_8,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_8,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_8,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_8,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_FG_9,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_NG_9,	GEMM,	0.00023862166136655536,	0.015271786327459543,	0.0,	4.772433227331107e-05,	0.015558132321099408,	0.0011931083068327769,	0.015271786327459543,	0.0012408326391060878,	0.001288556971379399,	0.01899428424477781,	
RNN4_ptwise1_9,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
RNN4_ptwise2_9,	GEMM,	0.002444190466964005,	0.002444190466964005,	0.0,	3.819047604631258e-05,	0.004926571409974322,	0.002444190466964005,	0.002444190466964005,	0.00019095238023156288,	0.00022914285627787545,	0.005308476170437448,	
FC5,	GEMM,	0.0017765091686713988,	0.008882545843356994,	0.0,	0.00013878977880245303,	0.010797844790830846,	0.0017765091686713988,	0.008882545843356994,	0.0006939488940122652,	0.0008327386728147182,	0.012185742578855376,	
FC6,	GEMM,	0.0022342599974088146,	0.004468519994817629,	0.0,	6.982062491902545e-05,	0.006772600617145469,	0.0022342599974088146,	0.004468519994817629,	0.00034910312459512726,	0.0004189237495141527,	0.0074708068663357245,	
eyeriss_08b_bp_001c_uBrain_t6_ddr3_w__spm,	All,	0.00047023549705557465,	0.012611740557947195,	0.0,	0.0006545109912110464,	0.013736487046213816,	0.006443561664014066,	0.012611740557947195,	0.005278311698059885,	0.005932822689270932,	0.03026643660929208,	
