Layer,	Type,	DRAM I RD BW (GBytes/sec),	DRAM F RD BW (GBytes/sec),	DRAM O RD BW (GBytes/sec),	DRAM O WR BW (GBytes/sec),	DRAM BW Total (GBytes/sec),	SRAM I RD BW (GBytes/sec),	SRAM F RD BW (GBytes/sec),	SRAM O RD BW (GBytes/sec),	SRAM O WR BW (GBytes/sec),	SRAM BW Total (GBytes/sec),	
Conv2_8,	GEMM,	0.01740259810900077,	0.04556316595811111,	0.0,	0.022781582979055554,	0.08574734704616743,	0.30755137021725,	0.04556316595811111,	0.25059741276961106,	0.27337899574866664,	0.8770909446936388,	
Conv1_9,	GEMM,	0.015166510083821898,	0.019854340473366847,	0.0,	0.15883472378693478,	0.19385557434412354,	0.17868906426030165,	0.019854340473366847,	0.0,	0.15883472378693478,	0.35737812852060324,	
Conv2_9,	GEMM,	0.01740259810900077,	0.04556316595811111,	0.0,	0.022781582979055554,	0.08574734704616743,	0.30755137021725,	0.04556316595811111,	0.25059741276961106,	0.27337899574866664,	0.8770909446936388,	
FC3_0,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_1,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_2,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_3,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_4,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_5,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_6,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_7,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_8,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
FC3_9,	GEMM,	0.0007797173659327736,	0.19960764567879005,	0.0,	5.670671752238354e-05,	0.20044406976224521,	0.014814629952722699,	0.19960764567879005,	0.016615068234058377,	0.01667177495158076,	0.24770911881715188,	
RNN4_FG_0,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_0,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_0,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_0,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_1,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_1,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_1,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_1,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_2,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_2,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_2,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_2,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_3,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_3,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_3,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_3,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_4,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_4,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_4,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_4,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_5,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_5,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_5,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_5,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_6,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_6,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_6,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_6,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_7,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_7,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_7,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_7,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_8,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_8,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_8,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_8,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_FG_9,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_NG_9,	GEMM,	0.0020698769316575176,	0.13247212362608113,	0.0,	0.00041397538633150354,	0.13495597594407016,	0.010349384658287589,	0.13247212362608113,	0.010763360044619091,	0.011177335430950595,	0.16476220375993839,	
RNN4_ptwise1_9,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
RNN4_ptwise2_9,	GEMM,	0.021201652168427537,	0.021201652168427537,	0.0,	0.00033127581513168027,	0.04273458015198676,	0.021201652168427537,	0.021201652168427537,	0.0016563790756584016,	0.0019876548907900816,	0.046047338303303556,	
FC5,	GEMM,	0.015409981332174163,	0.0770499066608708,	0.0,	0.0012039047915761063,	0.09366379278462107,	0.015409981332174163,	0.0770499066608708,	0.006019523957880532,	0.007223428749456639,	0.10570284070038215,	
FC6,	GEMM,	0.019380651368685293,	0.038761302737370586,	0.0,	0.0006056453552714154,	0.0587475994613273,	0.019380651368685293,	0.038761302737370586,	0.0030282267763570773,	0.0036338721316284926,	0.06480405301404145,	
eyeriss_08b_bp_001c_uBrain_t5_ddr3_w__spm,	All,	0.0012494473855290131,	0.19174704599783268,	0.0,	0.0007780598088371586,	0.19377455319219886,	0.02077839020238798,	0.19174704599783268,	0.020995587682529446,	0.021773647491366607,	0.2552946713741167,	
