Layer,	Type,	DRAM I RD (D) (mW),	DRAM F RD (D) (mW),	DRAM O RD (D) (mW),	DRAM O WR (D) (mW),	DRAM Total (D) (mW),	DRAM Total (L) (mW),	DRAM Total (D+L) (mW),	SRAM I RD (D) (mW),	SRAM F RD (D) (mW),	SRAM O RD (D) (mW),	SRAM O WR (D) (mW),	SRAM Total (D) (mW),	SRAM I (L) (mW),	SRAM F (L) (mW),	SRAM O (L) (mW),	SRAM Total (L) (mW),	SRAM Total (D+L) (mW),	IREG (D) (mW),	IREG (L) (mW),	IREG Total (D+L) (mW),	WREG (D) (mW),	WREG (L) (mW),	WREG Total (D+L) (mW),	MUL (D) (mW),	MUL (L) (mW),	MUL Total (D+L) (mW),	ACC (D) (mW),	ACC (L) (mW),	ACC Total (D+L) (mW),	Systolic Array Total (D) (mW),	Systolic Array Total (L) (mW),	Systolic Array Total (D+L) (mW),	System Total (D) (mW),	System Total (L) (mW),	System Total (D+L) (mW),	
Conv1_0,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_0,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_1,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_1,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_2,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_2,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_3,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_3,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_4,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_4,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_5,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_5,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_6,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_6,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_7,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_7,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_8,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_8,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
Conv1_9,	GEMM,	6.470316734078213,	8.310508018994414,	0.0,	63.55822631731844,	78.33905107039106,	356.3135352,	434.65258627039105,	1.41885157877095,	0.2447487175977654,	0.0,	3.2532106474860334,	4.916810943854749,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	183.91330854385475,	0.08833052893927555,	0.47626448761777723,	0.5645950165570528,	0.0099371845056685,	0.47626448761777723,	0.4862016721234457,	0.522368340618558,	2.173346768948554,	2.6957151095671126,	0.35334512664255596,	3.0291242558158933,	3.3824693824584493,	0.9739811807060579,	6.155000000000002,	7.1289811807060595,	84.22984319495187,	541.4650328,	625.6948759949519,	
Conv2_9,	GEMM,	7.262538826442307,	19.01414456610577,	0.0,	9.113997662740385,	35.39068105528846,	356.3135352,	391.70421625528843,	6.071286487319711,	2.560603802884615,	7.579611703124999,	8.55177790889423,	24.763279902223555,	59.66549919999999,	59.66549919999999,	59.66549919999999,	178.99649759999997,	203.75977750222356,	0.1182986780454462,	0.47626448761777723,	0.5945631656632234,	0.01710342333187174,	0.47626448761777723,	0.49336791094964905,	0.6995937292581053,	2.173346768948554,	2.8729404982066593,	0.47322553003561785,	3.0291242558158933,	3.5023497858515107,	1.3082213606710411,	6.155000000000002,	7.463221360671043,	61.46218231818306,	541.4650328,	602.9272151181831,	
FC3_0,	GEMM,	0.3253955304989364,	83.50678526412668,	0.0,	0.022717837093082744,	83.8548986317187,	356.3135352,	440.1684338317187,	0.8200521738468995,	11.217747622714668,	0.9189342393063896,	0.9514948713374082,	13.908228907205364,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	192.90472650720537,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.39477144483721127,	2.173346768948554,	2.5681182137857657,	0.26703487812008797,	3.0291242558158933,	3.2961591339359817,	0.7804429194604267,	6.155000000000002,	6.935442919460429,	98.54357045838448,	541.4650328,	640.0086032583845,	
FC3_1,	GEMM,	0.3253955304989364,	83.50678526412668,	0.0,	0.022717837093082744,	83.8548986317187,	356.3135352,	440.1684338317187,	0.8200521738468995,	11.217747622714668,	0.9189342393063896,	0.9514948713374082,	13.908228907205364,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	192.90472650720537,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.39477144483721127,	2.173346768948554,	2.5681182137857657,	0.26703487812008797,	3.0291242558158933,	3.2961591339359817,	0.7804429194604267,	6.155000000000002,	6.935442919460429,	98.54357045838448,	541.4650328,	640.0086032583845,	
FC3_2,	GEMM,	0.3253955304989364,	83.50678526412668,	0.0,	0.022717837093082744,	83.8548986317187,	356.3135352,	440.1684338317187,	0.8200521738468995,	11.217747622714668,	0.9189342393063896,	0.9514948713374082,	13.908228907205364,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	192.90472650720537,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.39477144483721127,	2.173346768948554,	2.5681182137857657,	0.26703487812008797,	3.0291242558158933,	3.2961591339359817,	0.7804429194604267,	6.155000000000002,	6.935442919460429,	98.54357045838448,	541.4650328,	640.0086032583845,	
FC3_3,	GEMM,	0.3253955304989364,	83.50678526412668,	0.0,	0.022717837093082744,	83.8548986317187,	356.3135352,	440.1684338317187,	0.8200521738468995,	11.217747622714668,	0.9189342393063896,	0.9514948713374082,	13.908228907205364,	59.6654992,	59.6654992,	59.6654992,	178.9964976,	192.90472650720537,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.05931829825156372,	0.47626448761777723,	0.5355827858693409,	0.39477144483721127,	2.173346768948554,	2.5681182137857657,	0.26703487812008797,	3.0291242558158933,	3.2961591339359817,	0.7804429194604267,	6.155000000000002,	6.935442919460429,	98.54357045838448,	541.4650328,	640.0086032583845,	
