0.1124, 
0.1124, 
0.1124, 
0.0958, 
0.0958, 
0.0958, 
0.0958, 
0.0958, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0973, 
0.0967, 
0.0976, 
0.0977, 
0.1, 
0.3314, 
0.3766, 
0.4086, 
0.5017, 
0.5018, 
0.506, 
0.506, 
0.5186, 
0.5189, 
0.5632, 
0.591, 
0.6476, 
0.7119, 
0.712, 
0.7193, 
0.7457, 
0.7457, 
0.7457, 
0.7457, 
0.7457, 
0.745, 
0.7447, 
0.7447, 
0.7448, 
0.7596, 
0.7604, 
0.7606, 
0.7602, 
0.7604, 
0.7753, 
0.7837, 
0.7899, 
0.8003, 
0.8022, 
0.8029, 
0.8025, 
0.8025, 
0.8062, 
0.8067, 
0.821, 
0.821, 
0.8267, 
0.8288, 
0.829, 
0.8487, 
0.8622, 
0.8725, 
0.8878, 
0.9108, 
0.9218, 
0.9222, 
0.9294, 
0.9307, 
0.9315, 
0.9331, 
0.9341, 
0.9341, 
0.9368, 
0.9372, 
0.9384, 
0.9384, 
0.9386, 
0.9443, 
0.9443, 
0.9443, 
0.945, 
0.945, 
0.9458, 
0.9495, 
0.9505, 
0.9506, 
0.9507, 
0.9503, 
0.9501, 
0.9504, 
0.9524, 
0.9527, 
0.9527, 
0.9532, 
0.953, 
0.9531, 
0.9541, 
0.954, 
0.9544, 
0.9555, 
0.9553, 
0.9552, 
0.9553, 
0.9554, 
0.9555, 
0.9556, 
0.9556, 
0.9555, 
0.9557, 
0.9557, 
0.9557, 
0.9558, 
0.9558, 
0.9556, 
0.9557, 
0.9557, 
0.9552, 
0.9548, 
0.9544, 
0.9542, 
0.954, 
0.9536, 
0.9536, 
0.9533, 
0.9534, 
0.9534, 
0.9532, 
0.9537, 
0.9535, 
0.9531, 
0.9531, 
0.9526, 
0.9525, 
0.9518, 
0.9517, 
0.9515, 
0.9513, 
0.9511, 
0.9505, 
0.9503, 
0.9501, 
0.9499, 
0.9499, 
0.9498, 
0.9496, 
0.9495, 
0.9492, 
0.9494, 
0.9493, 
0.9492, 
0.9493, 
0.9492, 
0.9493, 
0.9491, 
0.9488, 
0.9488, 
0.9487, 
0.9488, 
0.9488, 
0.9488, 
0.9489, 
0.9489, 
0.9489, 
0.949, 
0.9489, 
0.9489, 
0.9489, 
0.9488, 
0.9487, 
0.9486, 
0.9487, 
0.9486, 
0.9487, 
0.9487, 
0.9487, 
0.9488, 
0.9487, 
0.9487, 
0.9489, 
0.9486, 
0.9485, 
0.9485, 
0.9484, 
0.9485, 
0.9486, 
0.9487, 
0.9487, 
0.9484, 
0.9485, 
0.9486, 
0.9486, 
0.9486, 
0.9486, 
0.9486, 
0.9485, 
0.9484, 
0.9482, 
0.9482, 
0.948, 
0.948, 
0.9478, 
0.9477, 
0.9477, 
0.9476, 
0.9476, 
0.9479, 
0.948, 
0.948, 
0.948, 
0.9481, 
0.9481, 
0.9481, 
0.9482, 
0.9483, 
0.9482, 
0.9481, 
0.948, 
0.9481, 
0.9481, 
0.9481, 
0.9481, 
0.9481, 
0.9481, 
0.9479, 
0.9477, 
0.9477, 
0.9475, 
0.9476, 
0.9476, 
0.9475, 
0.9477, 
0.9478, 
0.9478, 
0.9479, 
0.9478, 
0.9479, 
0.9479, 
0.9479, 
0.948, 
0.948, 
0.9479, 
0.9479, 
0.9478, 
0.9478, 
0.9477, 
0.9477, 
0.9475, 
0.9474, 
